extended_rank	name_short	name	inn	country	profile	in_training	actual_score	actual_rank	predicted_score	score_normalized	F1	F2	F3	F4	F5
74	Театральный Институт Имени Бориса Щукина При Государственном Академическом Театре Имени Евгения Вахтангова	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ТЕАТРАЛЬНЫЙ ИНСТИТУТ ИМЕНИ БОРИСА ЩУКИНА ПРИ ГОСУДАРСТВЕННОМ АКАДЕМИЧЕСКОМ ТЕАТРЕ ИМЕНИ ЕВГЕНИЯ ВАХТАНГОВА"""	7704058909.0	RU		False			23.57161120490725	55.17	-0.8804353739111364	0.180067048751331	-0.6154683141251981	0.2492771038572099	-0.7552177439841358
75	Государственный Университет Просвещения	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПРОСВЕЩЕНИЯ»	7709123968.0	RU		False			23.475175597573887	55.08	0.2601816610794435	-0.6674927184462889	-0.4390641792029915	-0.6667593772056426	0.6945027624034644
76	"Автономная Некоммерческая Организация Высшего Образования ""Университет Мировых Цивилизаций Имени В.В. Жириновского"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""УНИВЕРСИТЕТ МИРОВЫХ ЦИВИЛИЗАЦИЙ ИМЕНИ В.В. ЖИРИНОВСКОГО"""	7708113420.0	RU		False			23.420270036221265	55.03	-0.5194815356622826	-0.0910314574435221	-1.3997478125867504	-0.0844517268131325	0.4573513646786159
77	"Автономная Некоммерческая Организация Высшего Образования ""Русская Христианская Гуманитарная Академия Им. Ф.М. Достоевского"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""РУССКАЯ ХРИСТИАНСКАЯ ГУМАНИТАРНАЯ АКАДЕМИЯ ИМ. Ф.М. ДОСТОЕВСКОГО"""	7840103477.0	RU		False			23.38877620058853	55.0	-0.6497102938471627	-0.0033226510326951	-1.4462577030553438	0.033340979891403	0.6066159822162117
78	Белорусский Государственный Экономический Университет	Белорусский государственный экономический университет		BY	econ_mgmt	False			23.32	54.94	0.097	-0.614	0.053	-0.035	-0.212
79	Всероссийский Государственный Университет Юстиции (Рпа Минюста России)	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ВСЕРОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ЮСТИЦИИ (РПА МИНЮСТА РОССИИ)»	7719061340.0	RU		False			23.27446710895647	54.9	-0.2359535369719013	-0.409245183853818	-1.899966820072611	0.8294412374226031	1.0420319155927238
80	Санкт-Петербургский Государственный Экономический Университет	Санкт-Петербургский государственный экономический университет	7840483155.0	RU	econ_mgmt	True	23.15	43.0	23.15	54.79	-0.6167041217929047	-0.1912410254311693	0.5125410726368367	-0.4024491209863751	-0.6677041569109582
81	Воронежский Государственный Институт Искусств	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ВОРОНЕЖСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ ИСКУССТВ»	3662003834.0	RU		False			23.0482281782144	54.7	-0.9933889497955944	0.3850133833785506	-0.3045977382295189	-1.9351297318255969	-0.2419574595980929
82	Московский Государственный Институт Культуры	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «МОСКОВСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ КУЛЬТУРЫ»	5047015964.0	RU		False			22.905188420386036	54.57	-0.8076682774665651	0.1169721119152202	-0.6495713722557473	-0.6847049253898382	-0.1921684859699497
83	Государственный Университет Управления	Государственный университет управления	7721037218.0	RU	econ_mgmt	True	22.85	44.0	22.85	54.53	-0.4667903066340956	-0.0374866358657777	0.1583077711224836	-0.5654308219316067	-0.2764460308717671
84	Южный Федеральный Университет (Юфу)	Южный федеральный университет (ЮФУ)	6163027810.0	RU	classical	True	22.81	45.0	22.81	54.49	0.7428093803529252	-0.4296477400481323	-1.0690121608596506	0.2544693117246513	-0.2310044111281107
85	"Университет ""Дубна"	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""УНИВЕРСИТЕТ ""ДУБНА"""	5010010374.0	RU		False			22.80543923872824	54.49	0.2064529879714506	-0.6077586192665866	-1.1552132954334997	-1.611284234037153	0.2530391292484146
86	Московский Технический Университет Связи И Информатики	Московский технический университет связи и информатики	7722000820.0	RU	technical	True	22.67	46.0	22.67	54.37	-0.2600709875702701	-0.9304770179795347	-0.1453507616036901	-0.7358730877293213	-0.5583767158531365
87	Государственный Музыкально-Педагогический Институт Имени М.М. Ипполитова-Иванова	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ГОСУДАРСТВЕННЫЙ МУЗЫКАЛЬНО-ПЕДАГОГИЧЕСКИЙ ИНСТИТУТ ИМЕНИ М.М. ИППОЛИТОВА-ИВАНОВА»	7709060161.0	RU		False			22.400613926092174	54.13	-1.0904430021676212	0.3383800035403208	-0.1608222927025637	-1.5518831758562948	0.3757026828993171
88	Российский Государственный Университет Туризма И Сервиса	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ТУРИЗМА И СЕРВИСА»	5038005448.0	RU		False			22.273348668815217	54.01	-0.1986221059751597	-0.4686698222095669	-0.1446273641149277	-0.4490550443533457	-0.4900701478276829
89	Российская Академия Живописи, Ваяния И Зодчества Ильи Глазунова	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКАЯ АКАДЕМИЯ ЖИВОПИСИ, ВАЯНИЯ И ЗОДЧЕСТВА ИЛЬИ ГЛАЗУНОВА"""	7708034345.0	RU		False			22.254835654308675	54.0	-1.0231494059419486	0.2802000717788369	-1.46985485328417	-1.3947230094989678	0.1447448520785962
90	Донбасская Аграрная Академия	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ДОНБАССКАЯ АГРАРНАЯ АКАДЕМИЯ"""	9311017469.0	RU		False			22.128310003554898	53.89	-0.958103045658548	0.3324696802633733	-1.662849176020768	-2.519974118298841	-1.5534892673959793
91	Российский Государственный Гуманитарный Университет (Рггу)	Российский государственный гуманитарный университет (РГГУ)	7707033405.0	RU	classical	True	22.09	47.0	22.09	53.85	0.3089803385365407	0.0598981885962752	-0.3462681547958509	-0.2272404282149369	-0.3634062442588838
92	Саратовская Государственная Консерватория Имени Л.В. Собинова	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «САРАТОВСКАЯ ГОСУДАРСТВЕННАЯ КОНСЕРВАТОРИЯ ИМЕНИ Л.В. СОБИНОВА»	6455008075.0	RU		False			22.07044103186734	53.84	-0.7404721521953695	-0.0192926445489296	0.9316527079719698	-1.303200759394303	0.2313582775842504
93	Сибирский Государственный Медицинский Университет» Министерства Здравоохранения Российской Федерации	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «СИБИРСКИЙ ГОСУДАРСТВЕННЫЙ МЕДИЦИНСКИЙ УНИВЕРСИТЕТ» МИНИСТЕРСТВА ЗДРАВООХРАНЕНИЯ РОССИЙСКОЙ ФЕДЕРАЦИИ	7018013613.0	RU		False			22.009211456972324	53.78	-0.0233175739818323	-0.7453358622464449	0.9116336574337706	0.2876362762995256	1.657113167009706
94	Санкт-Петербургский Государственный Лесотехнический Университет Имени С.М. Кирова	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ЛЕСОТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ ИМЕНИ С.М. КИРОВА"""	7802071697.0	RU		False			21.99366777532618	53.77	-0.0097525493508292	-0.5812895197737984	-0.4526457519322838	-1.1999821507052066	-0.4087920616498717
95	Балтийский Федеральный Университет Имени Иммануила Канта	Балтийский федеральный университет имени Иммануила Канта	3906019856.0	RU	classical	True	21.92	49.0	21.92	53.7	0.350238647863954	-0.7145858209175956	-0.9125965360353115	0.3151474212147163	0.6473647540040945
96	Московский Архитектурный Институт (Государственная Академия)	Московский архитектурный институт (государственная академия)	7702066990.0	RU	creative	True	21.92	48.0	21.92	53.7	-1.6336382622244152	0.196074077587555	0.5840262676486383	-0.5805800706620219	-1.0529665681123048
97	Белорусский Национальный Технический Университет	Белорусский национальный технический университет		BY	technical	False			21.84	53.63	0.126	-0.821	0.078	-0.056	-0.134
98	Российская Государственная Академия Интеллектуальной Собственности	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""РОССИЙСКАЯ ГОСУДАРСТВЕННАЯ АКАДЕМИЯ ИНТЕЛЛЕКТУАЛЬНОЙ СОБСТВЕННОСТИ"""	7703108441.0	RU		False			21.707947365000603	53.51	-0.4656647037479093	-0.3672076592924518	-0.8600560632434655	-0.0716407445608543	1.4104618215575562
99	Российский Институт Театрального Искусства – Гитис	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «РОССИЙСКИЙ ИНСТИТУТ ТЕАТРАЛЬНОГО ИСКУССТВА – ГИТИС»	7703022730.0	RU		False			21.70414769162005	53.51	-0.5307965960872109	-0.3110348243822818	-0.3399388801948785	-0.1424342796633877	0.5117167269661695
