extended_rank	name_short	name	inn	country	profile	in_training	actual_score	actual_rank	predicted_score	score_normalized	F1	F2	F3	F4	F5	F1_normalized	F2_normalized	F3_normalized	F4_normalized	F5_normalized	wos_pubs_per100_2021	rnd_revenue_share	grants_per_100_fac	master_share	foreign_faculty_share	ege_budget	ege_paid	ege_min	vsosh_per100	olymp_per100	foreign_students_noncis_share	foreign_students_share_total	revenue_per_faculty	modern_equipment_share	postgrad_per_100	doct_share
53	Государственное Бюджетное Образовательное Учреждение Высшего Образования «Волгоградская Государственная Консерватория Имени П.А. Серебрякова	ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ВОЛГОГРАДСКАЯ ГОСУДАРСТВЕННАЯ КОНСЕРВАТОРИЯ ИМЕНИ П.А. СЕРЕБРЯКОВА»	3444042914.0	RU		False			25.577777648771747	56.94	-0.8498156910496631	0.5154302319205719	-0.2586868936173069	-1.1007300030807123	-0.5283906865251187	2.71	8.94	3.94	5.5	4.35	145.52	5.59	0.0	7.15	0.0	85.82	72.33	77.84	0.0	0.0	17.87	14.37	649.83	42.23	0.0	3.73
54	Санкт-Петербургский Государственный Университет Промышленных Технологий И Дизайна	Санкт-Петербургский государственный университет промышленных технологий и дизайна	7808042283.0	RU	creative	True	25.45	33.0	25.45	56.83	-0.2310926306124171	0.0604176390583719	-0.5624247278765229	-0.2435952089819548	-0.4018893205728706	4.47	8.45	3.35	6.59	4.63	3.12	9.39	2.17	8.33	0.31	83.03	66.23	46.25	0.06	0.96	1.11	7.12	7.9	44.86	2.26	15.22
55	Сибирский Федеральный Университет (Сфу)	Сибирский федеральный университет (СФУ)	2463011853.0	RU	classical	True	25.42	34.0	25.42	56.8	0.6512005559264843	-0.7807797135587417	-1.28258323192533	-0.7382402572057635	-0.3854040429405417	6.98	7.55	1.95	5.96	4.66	3.85	12.64	1.46	15.14	0.67	70.37	64.86	46.19	0.0	0.06	0.76	3.91	7.17	28.49	1.55	11.57
56	Нижегородский Государственный Лингвистический Университет Им. Н.А. Добролюбова	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""НИЖЕГОРОДСКИЙ ГОСУДАРСТВЕННЫЙ ЛИНГВИСТИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. Н.А. ДОБРОЛЮБОВА"""	5260047352.0	RU		False			25.39662684220161	56.78	-0.04416840888748	-0.1813028755701038	-0.4458970511995176	-0.6407763388560237	-0.2606221559098575	5.0	8.19	3.58	6.08	4.94	352.12	1.73	0.39	10.0	5.67	82.33	69.23	48.72	0.0	0.0	2.7	5.37	1711.96	46.02	0.09	11.19
57	Государственный Институт Русского Языка Имени А.С. Пушкина	Государственный институт русского языка имени А.С. Пушкина	7728051927.0	RU	pedagogical	True	25.17	35.0	25.17	56.58	-0.1154115346511865	1.4222946004867054	0.5643541495584783	1.9318705566804453	0.8330620637720333	4.8	9.9	5.55	9.37	7.38	4.02	9.07	0.77	33.3	0.0	91.92	83.7	67.3	0.0	0.18	2.99	20.57	8.45	24.54	2.58	32.39
58	Санкт-Петербургский Государственный Морской Технический Университет	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ МОРСКОЙ ТЕХНИЧЕСКИЙ УНИВЕРСИТЕТ»	7812043522.0	RU		False			24.9491052497988	56.39	0.3885164069238656	-0.7625899032046314	-0.8675228325672298	1.508224449733883	0.1197151656321823	6.23	7.57	2.76	8.83	5.79	165.61	46.89	0.0	20.73	1.96	68.46	71.77	47.43	0.0	0.0	1.83	2.94	6762.01	77.46	0.07	14.26
59	Первый Санкт-Петербургский Государственный Медицинский Университет	Первый Санкт-Петербургский государственный медицинский университет	7813047463.0	RU	medical	True	24.94	36.0	24.94	56.38	-0.5057168894837332	0.1565209615004295	2.098842081275287	-0.0819799006211931	2.5264459721915355	3.69	8.55	8.54	6.8	10.0	3.4	3.61	0.85	0.43	0.22	90.14	60.26	56.51	0.0	0.05	2.12	12.01	8.84	34.61	3.25	26.43
60	Автономная Некоммерческая Организация Высшего Образования «Российский Университет Адвокатуры И Нотариата Имени Г.Б. Мирзоева	АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ «РОССИЙСКИЙ УНИВЕРСИТЕТ АДВОКАТУРЫ И НОТАРИАТА ИМЕНИ Г.Б. МИРЗОЕВА»	7709255964.0	RU		False			24.81216534872832	56.26	-0.7105167706963728	0.2013322552463415	-1.7431222245151663	0.2964282591777411	0.8975988417432426	3.1	8.6	1.05	7.28	7.53	116.24	7.26	0.0	53.54	0.0	82.1	63.4	62.4	0.0	0.0	0.17	0.96	2411.67	100.0	17.26	36.75
61	Томский Государственный Университет Систем Управления И Радиоэлектроники	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ТОМСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ СИСТЕМ УПРАВЛЕНИЯ И РАДИОЭЛЕКТРОНИКИ"""	7021000043.0	RU		False			24.744937552249844	56.2	0.983306540392	-1.1226272960129455	0.0136558889207398	-0.1590392538079787	-0.2715399781687957	7.93	7.19	4.47	6.7	4.92	237.73	50.2	4.09	12.98	3.41	66.74	59.69	47.54	0.0	0.17	0.87	12.69	4087.2	60.15	0.03	11.87
62	Санкт-Петербургская Государственная Консерватория Имени Н.А.Римского-Корсакова	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «САНКТ-ПЕТЕРБУРГСКАЯ ГОСУДАРСТВЕННАЯ КОНСЕРВАТОРИЯ ИМЕНИ Н.А.РИМСКОГО-КОРСАКОВА»	7812036476.0	RU		False			24.74015843538853	56.2	-0.5740218720820781	0.122694261009113	1.353508974090217	-0.7064230051790493	0.1178739253003565	3.49	8.52	7.08	6.0	5.79	60.08	0.03	0.0	15.19	0.94	77.45	69.43	69.29	0.0	0.0	17.49	21.2	1041.66	35.59	1.18	6.32
63	Санкт-Петербургский Государственный Университет Телекоммуникаций Им. Проф. М.А. Бонч-Бруевича	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ТЕЛЕКОММУНИКАЦИЙ ИМ. ПРОФ. М.А. БОНЧ-БРУЕВИЧА"""	7808004760.0	RU		False			24.57566617945357	56.05	0.0621219830927756	-0.351989106257553	-0.8615424505652237	-0.7297880934302986	-0.2230769056246014	5.3	8.01	2.77	5.97	5.03	391.73	7.01	1.75	12.32	1.77	79.39	66.17	48.8	0.0	0.0	0.92	3.55	1883.69	27.19	0.03	10.44
64	Национальный Исследовательский Нижегородский Государственный Университет	Национальный исследовательский Нижегородский государственный университет	5262004442.0	RU	classical	True	24.53	37.0	24.53	56.01	0.5030268244761379	-0.3958797954512386	-1.0417428311753412	0.1309656080923085	0.179674306432801	6.56	7.96	2.42	7.07	5.92	4.03	31.71	2.05	11.35	0.29	77.8	64.28	52.61	0.01	0.23	2.12	8.73	7.24	17.42	1.68	17.36
65	Спбгэту «Лэти	СПбГЭТУ «ЛЭТИ»	7813045402.0	RU	technical	True	24.5	38.0	24.5	55.99	0.3563963624228671	-0.1472776474112933	-1.351563516995303	0.8742886223319997	-0.0668814179111534	6.14	8.23	1.81	8.02	5.37	3.96	23.71	1.77	22.52	0.76	79.95	68.51	50.96	0.0	0.11	1.86	16.6	7.08	38.36	1.86	13.27
66	Донецкий Государственный Педагогический Университет Им. В. Шаталова	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ДОНЕЦКИЙ ГОСУДАРСТВЕННЫЙ ПЕДАГОГИЧЕСКИЙ УНИВЕРСИТЕТ ИМ. В. ШАТАЛОВА"""	9312007840.0	RU		False			24.45478154020972	55.95	-1.0792524485997186	0.8034069221828696	-1.4809005191423237	-3.6540360041559454	-0.5004648897934345	2.05	9.24	1.56	2.23	4.41	118.45	0.0	0.0	23.12	0.0	86.77	76.2	63.5	0.0	0.0	0.0	0.0	127.41	87.03	0.77	7.16
67	Московский Городской Педагогический Университет	Московский городской педагогический университет	7717043346.0	RU	pedagogical	True	24.43	39.0	24.43	55.93	-0.2575923759042923	0.5235676853588243	-0.5675243429202343	-0.570087715297639	-0.3199327979439488	4.39	8.95	3.34	6.17	4.81	2.48	18.62	0.0	27.58	0.82	86.46	72.05	57.96	0.0	0.4	1.21	3.47	7.52	66.94	1.78	19.81
68	Российский Университет Медицины	Российский университет медицины	7707082145.0	RU	medical	True	24.14	40.0	24.14	55.67	-0.7217897766024775	0.2627354750123045	1.4522816233970546	0.1873148480549376	2.0858089755312244	3.07	8.67	7.28	7.14	10.0	2.97	25.44	0.17	0.27	0.07	91.82	70.69	57.29	0.01	0.17	2.78	16.47	8.6	55.51	2.81	24.31
69	Санкт-Петербургский Государственный Институт Культуры	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «САНКТ-ПЕТЕРБУРГСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ КУЛЬТУРЫ»	7825011824.0	RU		False			24.121231101225604	55.65	-0.7756923921404575	0.2544385529875672	-0.3116708727251113	-0.8882275499881702	-0.1631554218131562	2.92	8.66	3.84	5.77	5.16	487.59	0.0	0.0	13.67	0.32	84.9	69.54	55.36	0.0	0.05	2.93	3.91	2026.14	61.24	0.11	11.87
70	Дипломатическая Академия Мид Рф	Дипломатическая академия МИД РФ	7704018590.0	RU	diplomatic	True	24.04	41.0	24.04	55.58	-0.8666634418261489	0.4132816749383802	0.5366170688670042	0.1638297340961019	0.6307503652438452	2.66	8.83	5.49	7.11	6.93	2.07	2.85	0.78	34.88	0.0	87.09	70.75	49.87	0.06	0.0	1.52	12.06	8.0	15.17	2.9	13.97
71	Российский Химико‑Технологический Университет Имени Д. И. Менделеева	Российский химико‑технологический университет имени Д. И. Менделеева	7707072637.0	RU	technical	True	23.84	42.0	23.84	55.4	-0.0044531006477417	-0.6494514073084124	-1.003688873316614	-0.9075215184639758	0.8314765345425235	5.11	7.69	2.49	5.74	7.38	4.59	19.27	1.94	15.56	0.11	75.97	57.99	49.28	0.01	0.26	1.0	3.24	7.12	77.61	1.9	17.74
72	Дальневосточный Государственный Институт Искусств	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ДАЛЬНЕВОСТОЧНЫЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ ИСКУССТВ»	2536103964.0	RU		False			23.778848956020536	55.35	-0.6866999204498272	0.08001424678023	2.26452294917379	-0.7780992954719623	0.2203794411104602	3.17	8.47	8.86	5.91	6.02	52.92	6.55	0.0	29.57	0.0	76.67	68.77	61.45	0.0	0.0	31.34	26.07	1263.75	59.64	4.81	8.84
73	Российский Государственный Институт Сценических Искусств	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «РОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ ИНСТИТУТ СЦЕНИЧЕСКИХ ИСКУССТВ»	7803006161.0	RU		False			23.64230793377405	55.23	-0.4291623836822738	-0.1375048268025507	0.9457387561762371	-0.4292039973976401	-0.6233685358120777	3.91	8.24	6.29	6.35	4.13	54.33	0.85	0.0	3.72	1.86	75.5	71.46	58.96	0.0	0.0	4.72	5.48	1157.15	84.63	0.12	6.15
74	Театральный Институт Имени Бориса Щукина При Государственном Академическом Театре Имени Евгения Вахтангова	"ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ ""ТЕАТРАЛЬНЫЙ ИНСТИТУТ ИМЕНИ БОРИСА ЩУКИНА ПРИ ГОСУДАРСТВЕННОМ АКАДЕМИЧЕСКОМ ТЕАТРЕ ИМЕНИ ЕВГЕНИЯ ВАХТАНГОВА"""	7704058909.0	RU		False			23.57161120490725	55.17	-0.8804353739111364	0.180067048751331	-0.6154683141251981	0.2492771038572099	-0.7552177439841358	2.62	8.58	3.25	7.22	3.84	19.74	0.0	0.0	18.56	0.0	73.4	77.2	57.5	0.0	0.0	1.99	5.45	2868.41	77.3	0.89	4.73
75	Государственный Университет Просвещения	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ АВТОНОМНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ПРОСВЕЩЕНИЯ»	7709123968.0	RU		False			23.475175597573887	55.08	0.2601816610794435	-0.6674927184462889	-0.4390641792029915	-0.6667593772056426	0.6945027624034644	5.87	7.67	3.59	6.05	7.07	818.14	10.26	0.74	19.27	1.33	77.64	64.22	52.05	0.03	0.07	1.49	3.75	1957.28	74.07	0.05	17.45
76	"Автономная Некоммерческая Организация Высшего Образования ""Университет Мировых Цивилизаций Имени В.В. Жириновского"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""УНИВЕРСИТЕТ МИРОВЫХ ЦИВИЛИЗАЦИЙ ИМЕНИ В.В. ЖИРИНОВСКОГО"""	7708113420.0	RU		False			23.420270036221265	55.03	-0.5194815356622826	-0.0910314574435221	-1.3997478125867504	-0.0844517268131325	0.4573513646786159	3.65	8.29	1.72	6.79	6.54	663.8	4.52	0.0	21.52	0.0	82.15	66.78	49.03	0.0	0.0	0.5	4.61	2549.86	100.0	0.52	23.66
77	"Автономная Некоммерческая Организация Высшего Образования ""Русская Христианская Гуманитарная Академия Им. Ф.М. Достоевского"	"АВТОНОМНАЯ НЕКОММЕРЧЕСКАЯ ОРГАНИЗАЦИЯ ВЫСШЕГО ОБРАЗОВАНИЯ ""РУССКАЯ ХРИСТИАНСКАЯ ГУМАНИТАРНАЯ АКАДЕМИЯ ИМ. Ф.М. ДОСТОЕВСКОГО"""	7840103477.0	RU		False			23.38877620058853	55.0	-0.6497102938471627	-0.0033226510326951	-1.4462577030553438	0.033340979891403	0.6066159822162117	3.28	8.38	1.63	6.95	6.88	519.0	9.88	21.38	29.49	1.63	81.04	64.71	54.12	0.0	0.0	0.65	3.06	2616.37	100.0	2.44	28.56
78	Белорусский Государственный Экономический Университет	Белорусский государственный экономический университет	67	BY	econ_mgmt	False			23.32	54.94	0.097	-0.614	0.053	-0.035	-0.212	5.4	7.73	4.55	6.86	5.05																
79	Всероссийский Государственный Университет Юстиции (Рпа Минюста России)	ФЕДЕРАЛЬНОЕ ГОСУДАРСТВЕННОЕ БЮДЖЕТНОЕ ОБРАЗОВАТЕЛЬНОЕ УЧРЕЖДЕНИЕ ВЫСШЕГО ОБРАЗОВАНИЯ «ВСЕРОССИЙСКИЙ ГОСУДАРСТВЕННЫЙ УНИВЕРСИТЕТ ЮСТИЦИИ (РПА МИНЮСТА РОССИИ)»	7719061340.0	RU		False			23.27446710895647	54.9	-0.2359535369719013	-0.409245183853818	-1.899966820072611	0.8294412374226031	1.0420319155927238	4.46	7.95	1.0	7.96	7.85	2953.11	3.5	4.03	5.98	0.0	81.4	62.23	48.4	0.0	0.0	0.0	0.67	3077.23	39.44	0.0	11.52
80	Санкт-Петербургский Государственный Экономический Университет	Санкт-Петербургский государственный экономический университет	7840483155.0	RU	econ_mgmt	True	23.15	43.0	23.15	54.79	-0.6167041217929047	-0.1912410254311693	0.5125410726368367	-0.4024491209863751	-0.6677041569109582	3.37	8.18	5.45	6.39	4.03	2.46	5.04	0.0	12.97	0.19	84.53	67.22	43.76	0.02	0.1	1.43	5.01	8.33	33.46	1.25	20.57
